College Name,Address,District,State,Contact number,Email id,Website
"Rayat Shikshan Sanstha Karmaveer Bhaurao Patil Col Of Engineering And Poly, Satara","Near Circuit House, Sardar Bazar, Satara Satara,SataraMaharashtra415001",Coimbatore,Tamil Nadu,(02162)-234566/ 233857/232444,kbpcoeps@pn2.vsnl.net.in,WWW.kbpcoep.org
"Rcc Inst Of Inform Technology College Of Leater Tech, Kolkata","Old Campus Canal South Road, Beliaghata, Calcutta Kolkata,BankuraWest Bengal700015",Vellore,Tamil Nadu,033-22161463/1400,N/A,www.rcciit.com
Regency Institute Of Technology,"Kanakalapet, Yanam,YanamPondicherry533464",Ongole,Andhra Pradesh,"0884-2314292, 2314295",regencytech@sify.com,N/A
"Regional College For Education Research And Tech, Jaipur","Isi-17, Institutional Area, Sitapura, Jaipur Jaipur,JaipurRajasthan302011",Bellary,Karnataka,"0141-5066862,2770460,94140-75471",N/A,N/A
"Rewa Institute Of Technology, Huzur","Ratharar, Nh-7 Teh. Huzur Huzur,RewaMadhya Pradesh486001",Kharar,Punjab,"07662-231285,4270916,4270996",N/A,www.ritrewa.com
Rimt Institute Of Management And Technology,"Sirhind Side, Mandi Gobindgarh, Fatehgarh Sahib,Fatehgarh SahibPunjab147301",N\A,Punjab,"01765-2241507, 2241407",info@rimtpb.com,N/A
Rimt Maharaja Agrasen Engineering College,"Mandi Gobindgarh,Fatehgarh SahibPunjab147301",Satara,Maharashtra,01765-295307,Principalrimtmaec@yahoo.com,N/A
"Rishiraj Institute Of Technology, Indore","Village Revati, Sanwer Road, Indore Indore,IndoreMadhya Pradesh453331",Kolkata,West Bengal,"0731-4964701, 224302,0755-5221714",N/A,www.ritindore.org
"Rizvi Education Societys Rizvi College Of Engineering, Mumbai","Rizvi Educational Complex, Sherly Rajan Off, Carter Road, Andra Mumbai,Mumbai CityMaharashtra400050",N\A,Pondicherry,(022)-26426767/ 26409779,rcoe@vsnl.net,N/A
"Rkdf Institute Of Sc And Tech, Misrod","Misrod, Hosangabad Road Misrod,BhopalMadhya Pradesh462026",Jaipur,Rajasthan,"0755-2499571, 2499572,5270996",rkdf.ist@rediffmail.com,www.rkdfgroup.com
"Roever Engineering College, Perambalur","Elambalur, Perambalur Perambalur,PerambalurTamil Nadu621212",Bangalore,Karnataka,"04328 - 275052, 276320",roeverengg@sify.com,www.roeverengg.ac.in
"Rolond Inst Of Technology, Berhampur","Surya Vihar, Berhampur Berhampur,GanjamOrissa761008",Huzur,Madhya Pradesh,0680-2222624/2492431/2222810,N/A,www.roland.ac.in
"Roorkee Institute Of Technology, Puhana","Puhana, Roorkee Puhana,HaridwarUttarakhand247667",N\A,Punjab,01332 - 232920,skgupta9in@yahoo.co.in,www.ritroorkee.com
Rourkela Institute Of Technology,"Kalunga Industrial Estate, Kalunga, Panpsh,SundergarhOrissa770031",N\A,Punjab,0661-2661164/2660903,info@ritrkl.ac.in,www.ritrkl.ac.in
"Royal College Of Engineering And Technology, Thrissur","Akkikavu P.O. Thrissur,ThrissurKerala680519",Mumbai,Maharashtra,04885-289009/289043,rcet@rediffmail.com,www.royaledu.ac.in
"Royal College Of Technology, Indore","Jamburdi Hapsi, Airport Road Indore,IndoreMadhya Pradesh",Perambalur,Tamil Nadu,"0731-2882577-99, 9826292392",info@royalcollegeoftechnology.org,N/A
"Rrase College Of Engineering, Chennai","Vanchuvancjerry Village, Walajabad Road, Padappai, Sriperumbudur Chennai,KanchipuramTamil Nadu601301",Puhana,Uttarakhand,"044 – 22210302, 9841247417, 9841029849",N/A,N/A
"Rukmini Devi Institute Of Sc And Technology, Misrod","Saliaya Road, Misrod Misrod,BhopalMadhya Pradesh",Medak,Andhra Pradesh,0755-6459182,Rdecst2007@rediffmail.com,N/A
"Rungta College Of Engineering And Technology Rungta, Bhilai","Educational Campus Kohka Road, Kurud, Bhilai Bhilai,DurgChhattisgarh490026",Thrissur,Kerala,"0788-2286476-77,2286480,2322035",asz@rungta.ac.in,N/A
"Rural Engineering College, Bidar","Bhalki, Bidar Bidar,BidarKarnataka585328",Indore,Madhya Pradesh,08484-262128 / 262288,N/A,N/A
"Rustamji Institute Of Technology (Rit), Tekanpur","Bsf Academy, Tekanpur, Gwalior Tekanpur,GwaliorMadhya Pradesh475005",Chevella,Andhra Pradesh,"07524-274319,274320,011-24364850",rjit_bsft@yahoo.com,www.rjit.org
"S A Engineering College, Chennai","Poonamallee – Avadi Road, Veeraraghavapuram, Thiruverkadu Post Chennai,ChennaiTamil Nadu600077",Chennai,Tamil Nadu,"044 - 26801999, 26801499",saec@saec.ac.in,http://www.saec.ac.in
"S D College Of Engineering And Technology, Muzaffarnagar","Sahawali, Jansath Road, Muzaffarnagar Muzaffarnagar,MuzaffarnagarUttar Pradesh251001",Bhilai,Chhattisgarh,"0131 - 2660080, 2661313",sdcet_mzn@rediffmail.com,www.sdcetmzn.com
"S D M College Of Engineering And Technology, Dharwad","Dhavalagiri, Dharwad Dharwad,DharwadKarnataka580002",Bidar,Karnataka,0836-2447465 / 2448327 / 2435307,cet.sdm@gmail.com,www.sdminstitutions.org
"S D M Institute Of Technology, Kannada","Ujire Dakshina, Kannada Kannada,Dakshina KannadaKarnataka574240",Tekanpur,Madhya Pradesh,"080256-236225,236488",N/A,N/A
"S J C Institute Of Technology, Kolar","S.J.C.I.T Campus, Post Box No. 20, B.B.Road, Chickballapur, Kolar Kolar,KolarKarnataka562101",Bangalore,Karnataka,08156-263181 / 263182,sjcit1@rediffmail.com,www.sjcit.org
"S J M Instiutte Of Technology (Sjmit), Chitradurga","P.O. 73 Nh - 4, Bye Pass Chiradurga Chitradurga,ChitradurgaKarnataka577502",Muzaffarnagar,Uttar Pradesh,08194-222866,sjmit@sancharnet.in,N/A
"S K P Engineering College, Tiruvannamalai","Chinnakangiyur Village Tiruvannamalai,TiruvannamalaiTamil Nadu606611",N\A,Haryana,"04175 - 222633, 222833",chairman@skpec.in,www.skpec.in
"S K R Engineering College, Tiruvallur","Agarmmel Village, Poonamallaee Post, Poonamallaee Taluk Tiruvallur,TiruvallurTamil Nadu602103",Dharwad,Karnataka,044 - 26494205,skrenggc@yahoo.co.in,www.skrenggcollege.ac.in
"S N D College Of Engineering And Research Centre, Nashik","Babhulgaon, Yeola, Nashik Nashik,NashikMaharashtra423401",N\A,Maharashtra,02559-922686060,sndcoe_yeola@rediff.com,N/A
"S N S College Of Engineering, Coimbatore","Sathy Main  Road (Opp Cri Campus), Kurumba Palayam (Po) Coimbatore,CoimbatoreTamil Nadu641107",Bangalore,Karnataka,"0422-6465201, 6465202",snsce@snsgroups.com,www.snsgroups.com
"S N S College Of Technology, Coimbatore","Sathy Road, Vizhiyampalayam, Kalapatty Post Coimbatore,CoimbatoreTamil Nadu641035",Kolar,Karnataka,0422-2666264 / 2669091,snsct@snsgroup.com,www.snsgroups.com
"S R R Engineering College, Chingleput","Old Mamallapuram Road, Padur Village, Chengalpattu Taluk Chingleput,KanchipuramTamil Nadu603103",Nashik,Maharashtra,"044 – 27474839, 27474840, 27474841",contactsrr@srrenggcollege.in,http://www.srrenggcollege.in
S S M College Of Engineering,"Divar Parihaspura, Pattan, Baramulla,BaramullaJammu and Kashmir193121",Warangal,Andhra Pradesh,"01952-214161,09419005905",ssm_kashmir@rediffmail.com,N/A
"S S M College Of Engineering, Namakkal","S.S.M. Nagar, Nh-47, Salem Main Road,Valayakaranoor, Komarapalayam, Tiruchengode Namakkal,NamakkalTamil Nadu638183",Vijayawada,Andhra Pradesh,04288-267702 / 267703 / 264157 / 267247,enquiries@ssmce.ac.in,www.ssmce.co.in
"S V National Institute Of Technology, Surat","Surat Surat,SuratGujarat395007",Rangareddy,Andhra Pradesh,"0261-227334,228394",jcv@svrec.erne,www.svrec.ernet.in
"S Veeraswamy Chettiar College Of Engineering, Tirunelveli","Puliangudi Sankarankoil Road, S.V. Nagar, T.N. Pudukudi, Puliangudi P.O., Sivagiri Taluk Tirunelveli,TirunelveliTamil Nadu62785",N\A,Jammu and Kashmir,"04636 - 234742, 234749",info@svccollege.in,N/A
"Sachdeva Institute Of Technology, Mathura","Delhi-Agra National Highway, N.H ,2, Farah, Mathura Mathura,MathuraUttar Pradesh281122",Namakkal,Tamil Nadu,0565 - 2763042-45,sit_mathura@sachdevacollege.com,www.sitmathura.org
"Sacs M A V M M Engineering College, Madurai","Kidarippatti (Po), Alagarkoil (Via)  Madurai Madurai,MaduraiTamil Nadu625301",Dharwad,Karnataka,0452 - 2470500 to 502,sacsmec@sanchernet.in,http://www.sacsmavmmengg.com
"Sagar Institute Of Research And Technology, Bhopal","Near Ayodhya Nagar, By Pass Road Bhopal,BhopalMadhya Pradesh462014",Rangareddy,Andhra Pradesh,"0755-2628687,2628538",gopalmani2004@yahoo.com,www.sirtbhopal.com
"Sagar Institute Of Research Technology And Sc (Sirts), Bhopal","Near Isro Ayodhya Nagar, Bhopal Bhopal,BhopalMadhya Pradesh",Surat,Gujarat,0755-6944367,N/A,www.sirtsbhopal.com
"Sagar Institute Of Science And Technology, Bhopal","Gandhinagar, Pipalner Near Airport, Jaipur Road,Nh 12 Bhopal,BhopalMadhya Pradesh462036",Tirunelveli,Tamil Nadu,"0755-2640266, 2640136",sistbpl@gmail.com,N/A
"Sagar Institute Of Technology And Management, Barabanki","6Th Km. Stone, Faizabad Road, Barabanki,BarabankiUttar Pradesh225001",Mathura,Uttar Pradesh,"05248 - 220001, 220900,+91 9838076745",info@sagar.ac.in,www.sitm.org
"Sahibzada Ajit Singh Institute Of Information And Tech, Mohali","C-124, Eltop Area, Phase-Viii, Village Nag MohaliPunjab",Madurai,Tamil Nadu,"91-172-5094174, 5094175, 5098014, 5098015",info@sasiilmohali.com,www.sasiitmohali.com
"Sahrdaya College Of Engineering And Technology, Thrissur","Kodakara Pb No.17 Thrissur,ThrissurKerala680684",Kurnool,Andhra Pradesh,0480-2726630,sahrdayam@sify.com,www.sahrdaya.ac.in
"Saintgits College Of Engineering, Kottayam","Pathamuttom P.O Kottayam,KottayamKerala686532",West,Andhra Pradesh,0481-2436169/2430349,saintsengg@sify.com,www.saintgits.org
"Sakthi Engineering College, Chennai","St Mary’S Nagar, (Near Avadi), Prakash Nagar, Thiruninravur Chennai,TiruvallurTamil Nadu602024",Mohali,Punjab,044 - 64522272,akv@md4.vsnl.net.in,http://www.sakthiengineeringcollege.org
"Sakthi Mariamman Engineering College, Chennai","Narayanasamy Nagar, 55, Thandalam Chennai,KanchipuramTamil Nadu602105",Thrissur,Kerala,"044- - 27156742, 27156801, 27156802",smenggc@vsnl.net,http://www.smecollege.edu
"Sam College Of Engineering And Technology, Jabalpur","Neemkheda, Jabalpur Jabalpur,JabalpurMadhya Pradesh482001",Mangalore,Karnataka,"0755-2852700,20",samcetbpl@yahoo.com,N/A
Samanta Chandra Sekhar Inst Of Tech And Mgt,"Pottangi, Po. Semiliguda, Koraput,KoraputOrissa764036",Sathupally,Andhra Pradesh,06853-225633/225888/221200,N/A,www.scitm.org
"Samarth Samajs Shivajirao S Jondhale College Of Engineering, Thane","Shil Kalyan Road, Sonarpada, Dombivili(E) Thane,ThaneMaharashtra421202",N\A,Maharashtra,(0251) -248999/ 2481111,ssjce@vsnl.net,www.jondhale.com
"Sambhram Institute Of Technology, Bangalore","Amba Bhavani Temple Road, Near M.S.Palya, Vidyaranyapura Post Bangalore,BangaloreKarnataka560097",Garividi,Andhra Pradesh,080-23643618 / 56903381,info@sambhram.net,www.sambhram.net
"Samrat Ashok Technical Institution Civil Lines, Vidisha","Netaji Subhash Marg, Vidisha Vidisha,VidishaMadhya Pradesh464001",Kottayam,Kerala,"07592-250296-97,250124",sati@satiengg.org,www.satiengg.org
"Sams College Of Engineering And Technology, Tiruvallur","Chennai - Thirupathi Road, # 82, Panapakkam, Near Periyapalayam, Uthukottai Talk Tiruvallur,TiruvallurTamil Nadu601102",Chennai,Tamil Nadu,"044-27629596, 27629483","samsengineering@gmail.com, admission@samsengineering.org",ttp://www.samsengineering.org
"Sanghvi Institute Of Mgt And Science, Indore","Pigdamber, Pithampur Bypass Road, Behind Indian Inst Of Mgt,Rau Indore,IndoreMadhya Pradesh",N\A,Orissa,"0731-4243411, 4243413",contact@sims-indore.com,www.sims-indore.com
"Sanjay Education Societys Col Of Engineering, Dhule","Naval Nagar, Dhule Dhule,DhuleMaharashtra424318",Thane,Maharashtra,(02562) -260238/ 260245,sescoe@sancharnet.in,www.ses-collageofengg.com
"Sanjay Institute Of Engineering And Mgt, Mathura","Mauza Chaumha, Chhata, Mathura Mathura,MathuraUttar Pradesh281003",Bangalore,Karnataka,05662 - 241066,sks_brijbasi@yahoo.co.in,N/A
"Sanjay Memorial Institute Of Technology, Berhampur","Brundaban Vihar, Chandipadar, Po - Bhatakumarada Berhampur,GanjamOrissa761100",Vidisha,Madhya Pradesh,"06811-226891,226892",N/A,www.smitorissa.org
"Sanjivani Rural Education Societies College Of Eng, Ahmednagar","Shahajanagar, Shingnapur, Kopergaon Ahmednagar,AhmednagarMaharashtra423603",Ghatkesar,Andhra Pradesh,(02423)-222862/R-223462,srescoe@rediffmail.com,www.coekpg.org
"Sankalchand Patel College Of Engineering, Gandhi Nagar","Gandhinagar, Ambaji Link, Rd., Visnagar Gandhi Nagar,MehsanaGujarat384315",Kodad,Andhra Pradesh,"02765-232008,224982",N/A,www.spcevng.ac.in
"Sanmarg Shikshan Sansthas Smt Radhikatai Pandav College Of Engig, Nagpur","Near Dighori Naka, Umrer Road, Bahadura Nagpur,NagpurMaharashtra441204",Dhule,Maharashtra,(0712) -2710780/2 (0712)696,principal@rpce.org,www.rpce.org
Sant Baba Bhag Singh Institute Of Engineering And Technology,"Vpo- Padhiana, Jalandhar,JalandharPunjab144030",Berhampur,Orissa,"0181-2711167, 2711164,98159-39395",N/A,N/A
"Sant Gajanan Maharaj Col Of Engineering Shegaon, Buldana","Shegoan, Central Railway Buldana,BuldhanaMaharashtra444203",N\A,Maharashtra,(07279) -252116/ 252216,principal@ssgmce.ac.in,www.ssgmce.org
Sant Longowal Central Inst Of Engineering And Tech,"Longowal,SangrurPunjab",Ahmednagar,Maharashtra,"01672-280057, 284600",N/A,N/A
"Sapthagiri College Of Engineering, Dharmapuri","Krishnagiri High Road, Periyanahalli, Palacode Taluk Dharmapuri,DharmapuriTamil Nadu635205",Rajnandgaon,Chhattisgarh,"04348 - 247211,212213, 243",sapthagirigroup@hotmail.com,www.sapthagirigroup.com
"Sapthagiri College Of Engineering, Bangalore","No. 14/5, Chikkasandra, Hesaraghatta Main Road Bangalore,BangaloreKarnataka560057",N\A,Punjab,080-28372801 / 802 / 803,N/A,N/A
"Sarabhai Institute Of Science And Technology, Trivandrum","P.B.No.2, Vellanad, Trivandrum Trivandrum,ThiruvananthapuramKerala695543",Buldana,Maharashtra,0472-2884448 / 2884450 / 2884341,principal@sist.in,www.sist.in
"Saranathan College Of Engineering, Trichy","Venkateswara Nagar, Tiruchi- Madurai Road (Nh-45B), Panjapp   Edamalaipattipudur (P.O.) Trichy,TiruchirappalliTamil Nadu620012",Kurnool,Andhra Pradesh,"0431 - 2712900, 27027999","sigctr@md2vsnl.net.in, principal@saranathan.ac.in",www.saranathan.ac.in
"Saraswathi Velu College Of Engineering, Vellore","Jambukulam Road, Melvenkatapuram (Vill), Katrambakkam Post, Near Walaja Road Railway Station, Sholinghur, Walajah Taluk Vellore,VelloreTamil Nadu631102",Tiruvallur,Tamil Nadu,"04172 253170, 253371,291515,291516","svcoe@svcoe.ac.in , svcoe@rediffmail.com",http://www.svcoe.ac.in
"Saraswati College Of Engineering, Thane","Plot No.46/46A, Sector-5, Kharghar, Navi Mumbai Thane,ThaneMaharashtra410210",Dharmapuri,Tamil Nadu,(022)-30990422,ses_scoe@yahoo.co.in,www.scoe.edu.in
"Saraswati Higher Education And Technical College Of Engineering, Varanasi","Village   Gahani, Post Office   Ayar,  Varanasi,VaranasiUttar Pradesh221002",Bangalore,Karnataka,"9415225989,  092354 20767",director@sheatcollege.com,http://www.sheatcollege.com/
"Sardar Patel Memorial Socs Chandrapur Engineering Col, Chandrapur","Ballarpur Road, Chandrapur Chandrapur,ChandrapurMaharashtra442401",Trivandrum,Kerala,(07172)-225470,principal@rcert.net.in,www.rcert.ac.in
"Sardar Raja College Of Engineering, Tirunelveli","Poolangulam, Alangulam Tirunelveli,TirunelveliTamil Nadu627808",Srikakulam,Andhra Pradesh,04633 - 272798,srce@srce.ws,http://www.srce.ws
"Sardar Vallabhbhai Patel Institute Of Technology, Valsad","Behind S.T.Depot, Keda, Valsad Valsad,ValsadGujarat388306",Raghunathapalem,Andhra Pradesh,"02692-274766,274540",N/A,www.svitindia.com
"Saroj Institute Of Technology, Lucknow","Ahmamau, Arjunganj, Sultanpur Road, Lucknow Lucknow,LucknowUttar Pradesh226006",Trichy,Tamil Nadu,"0522-2812731, 2812759",raja-sitmlko@sify.com,www.seglucknow.com
"Saroj Mohan Institute Of Technology, Hooghly","Gupti Para, Bandha Gachi, Hooghly Hooghly,HooghlyWest Bengal712512",Vellore,Tamil Nadu,03213-262499/262719/262201,N/A,www.smitguptipara.org
"Sarvajanik College Of Engineering And Technology, Surat","Technology Dr. R.K. Desai Marg, Opp. Mission Hospital, Athwa Line Surat,SuratGujarat395001",Thane,Maharashtra,"0261-2660640,2660099",scet@vsnl.com,N/A
"Sasurie Academy Of College, Coimbatore","Kariyampalayam Coimbatore,CoimbatoreTamil Nadu641653",Chandrapur,Maharashtra,04256-263999,niits@nycil.com,N/A
"Sasurie College Of Engineering, Erode","Vijayamangalam Post, Perundurai Tk Erode,ErodeTamil Nadu638056",Tirunelveli,Tamil Nadu,"04294-243675/717, 98422-65688","info@sasurie.org, sasurie@vsnl.net",N/A
"Satyasai Engineering College, Balasore","S1/12 & S1/13,Industrial Estate, Bangana, Balasore Balasore,BaleswarOrissa756001",Hooghly,West Bengal,06782-2678333/268284,N/A,N/A
"Saveetha Engineering College, Kanchipuram","Saveetha Nagar, Thandalam Village, Thandalam Post, Sriperumbudur Taluk Kanchipuram,KanchipuramTamil Nadu602105",Surat,Gujarat,"044 - 26811499, 599, 699",president@saveetha.ac.in,www.saveetha.ac.in
"Scad College Of Engineering And Technology, Tirunelveli","Cheranmadevi, Scad Nagar Tirunelveli,TirunelveliTamil Nadu627414",Kadakatia,Andhra Pradesh,"04634 - 261701, 261703, 261731",principal@scadengineering. ac.in,N/A
"Scms School Of Engineering And Technology, Kochi","Scms Campus, Nalukettu, Karukutty P.O, Cochin KochiKerala",Rohtak,Haryana,0484-2451907/2450330,scms@vsnl.com,www.scmsgroup.org
"Sea College Of Engineering And Tech, Virgonagar","Ekthanagar, Basavanapura, Virgonagar VirgonagarKarnataka560049",Rajnandgaon,Chhattisgarh,080-25613741/742,seret@sea_edu.com,www.sea_edu.com
"Seedling Academy Of Design Technology And Mgt, Jaipur","Main Campus, Khore  Bariyan, Sangarner, Jagartpura Jaipur,JaipurRajasthan302017",Tirunelveli,Tamil Nadu,"0141-2754399, 2753377",seedlingacademy@hotmail.com,N/A
Seemanta Engineering College,"Mayurbihar, Jharpokharia,MayurbhanjOrissa757086",N\A,Kerala,06791-222333/222304/256725,sec_mbj@yahoo.co.in,www.secmbj.org
"Seethai Ammal Engineering College, Tirunelveli","Keelankandani, Sivagangai Tirunelveli,SivagangaTamil Nadu630561",Ibrahimpatnam,Andhra Pradesh,04575 - 240410,sec_916_svg@yahoo.co.in,N/A
"Selvam College Of Technology, Namakkal","Ponnusamy Nagar, Pappinaickenpatti Po, Nh-7, Salem Road, Muthalai Patti Namakkal,NamakkalTamil Nadu637003",Kochi,Kerala,"04286-645602,94433-59227, 99422-31292","sctnkl@rediffmail.com, sct@selvaminstitutions.com",www.selvaminstitutions.com
"Sengunthar College Of Engineering For Women, Namakkal","Tiruchengode Namakkal,NamakkalTamil Nadu637205",Virgonagar,Karnataka,04288-657133,info@scew.org,www.scew.org
"Sengunthar Engineering College, Namakkal","Kosavampalayam, Tiruchengode, Kumaramangalam Post Namakkal,NamakkalTamil Nadu637205",Howrah,West Bengal,"04288 - 2255716, 651766",info@scteng.co.in,www.scteng.co.in
"Seth Jai Parkash Mukand Lal Institute Of Engineering And Technology, Yamunanagar","Village Radaur, Yamuna Nagar Yamunanagar,YamunanagarHaryana135133",Bijapur,Karnataka,"01732-284779, 223770, 9896083801",JMITENGR@REDIFFMAIL.COM,N/A
"Seth Vishambhar Nath Institute Of Engineering Technology, Barabanki","S.V.N.Educational Campus Safedabad, Lucknow-Barabanki highway, Barabanki,BarabankiUttar Pradesh225003",Jaipur,Rajasthan,"+91-9005004242, +91-9651064242",svn.edu.society@gmail.com,http://www.svn.ac.in/
"Sethu Institute Of Technology, Madurai","Madurai-Tuticorin  National Highways, 458, Village Pulloor, Kariapatti (Po) Madurai,VirudhunagarTamil Nadu626106",N\A,Orissa,"04566 - 255001, 255292",sit@sethu.ac.in,http://www.sethu.ac.in
"Shaheed Udham Singh College Of Engineering And Technology, Malout","Tangori, Mohali MaloutPunjab",Madurai,Tamil Nadu,"160-2257180, 2257190,2257115",N/A,N/A
"Shambhu Nath Instt Of Engineering And Technology, Allahabad","Rahimabad, Mubarakpur ,Kotwa, Allahabad Allahabad,AllahabadUttar Pradesh",Moinbad,Andhra Pradesh,"0532 - 3296910, 2552226",admin@sietalld.org,www.sietalld.org
"Shankara Institute Of Technology, Jaipur","Sp-44, Riico, Kukas, Jaipur Jaipur,JaipurRajasthan303101",Hyderabad,Andhra Pradesh,"0426-247005, 247422",sitkukas@sify.com,N/A
"Shanmuganathan Engineering College, Pudukotai","Arasampatti, Pilivalam P.O, Thirumayam Tk Pudukotai,PudukkottaiTamil Nadu622507",Sirsa,Haryana,"04333 - 274913, 274914",shanmuganathanengg@gmail.com,www.shanmuganathanengg.in
"Shantilal Shah Engineering College, Bhavnagar","Sidsar Campus, Post Vertej, Bhavnagar Bhavnagar,BhavnagarGujarat364060",N\A,Punjab,"0278-2445767,2445509",N/A,www.myssec.com
Shekhawati Engineering College,"Dundlod  Sikar, Jhunjhunu Road, Jhunjunu,JhunjhunuRajasthan333702",Allahabad,Uttar Pradesh,"01594-225375,258180,258131",N/A,N/A
"Sherwood College Of Engineering And Res And Tech, Barabanki","Lucknow -Faizabad Road, Dharsania, Nawabganj Barabanki,BarabankiUttar Pradesh",Jaipur,Rajasthan,"05248-227381, 227612",info@sherwooindia.com,N/A
